,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
43,POR,240,78,31,83,7,32,9,12,5,24,29,20,9,2,17,23,-50
44,ATL,240,109,42,88,8,34,17,19,13,30,43,17,9,0,15,23,-4
45,MIA,240,113,40,72,11,26,22,28,4,29,33,20,9,1,17,17,4
46,CHA,240,133,52,86,19,40,10,10,8,30,38,34,7,4,11,21,16
47,CHI,240,117,44,82,13,24,16,20,6,25,31,25,7,1,12,12,-16
48,CLE,240,107,40,82,8,27,19,24,10,21,31,19,4,4,9,20,-11
49,BKN,240,118,43,92,12,32,20,21,13,32,45,30,5,8,11,20,11
50,TOR,240,117,44,96,7,29,22,23,13,28,41,20,13,4,10,18,2
51,HOU,240,115,43,81,10,29,19,24,7,34,41,24,6,3,19,19,-2
52,MIL,240,131,50,101,11,37,20,23,10,41,51,29,7,1,8,20,30
53,DET,240,101,35,90,10,48,21,23,9,34,43,27,6,5,14,22,-30
54,NYK,240,114,41,88,16,39,16,20,10,32,42,27,13,3,10,19,22
55,WAS,240,92,35,69,9,28,13,17,2,35,37,21,5,5,22,19,-22
56,BOS,240,121,43,87,21,50,14,19,8,36,44,30,8,4,16,15,-6
57,MIL,240,127,49,97,14,38,15,21,14,34,48,27,13,5,11,19,6
58,LAL,240,112,37,83,9,32,29,38,8,34,42,14,8,4,19,13,-16
59,GSW,240,128,51,97,16,32,10,10,9,36,45,39,10,5,15,26,16
60,DEN,240,122,44,80,12,30,22,25,8,35,43,27,7,2,19,22,13
61,MEM,240,109,42,89,11,28,14,19,10,24,34,30,8,3,13,21,-13
62,SAS,240,121,43,89,10,28,25,34,8,37,45,31,5,5,12,22,-6
63,MIN,240,127,41,96,20,53,25,31,13,34,47,25,8,2,11,29,6
64,POR,240,94,36,69,11,31,11,13,3,24,27,28,10,4,22,27,-33
65,NOP,240,127,44,93,13,37,26,31,23,26,49,31,15,1,12,14,33
66,TOR,240,119,45,91,15,33,14,18,12,29,41,22,7,4,11,17,5
67,PHI,240,114,37,75,19,36,21,25,6,31,37,26,7,3,17,18,-5
68,ORL,240,101,38,95,15,48,10,13,8,35,43,27,6,4,16,22,-27
69,CHA,240,128,48,92,12,34,20,27,10,46,56,29,9,10,12,17,27
70,PHX,240,109,42,108,17,48,8,12,18,36,54,29,11,2,12,26,-4
71,LAC,240,113,33,75,12,34,35,44,9,46,55,20,7,9,17,17,4
