,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
426,SAC,240,136,52,97,23,46,9,12,11,37,48,39,4,1,11,16,25
427,ORL,240,111,41,90,14,44,15,20,9,32,41,24,7,7,13,18,-25
428,DEN,240,122,46,99,15,42,15,17,14,41,55,29,7,11,17,19,13
429,MIL,240,111,39,89,19,49,14,18,12,36,48,27,3,5,14,17,4
430,BOS,240,107,38,87,11,41,20,21,9,41,50,25,2,7,9,12,8
431,CHI,240,99,39,86,12,35,9,14,6,36,42,19,6,1,8,18,-8
432,HOU,240,96,38,89,11,36,9,15,12,29,41,26,8,7,20,19,-8
433,TOR,240,117,40,91,12,31,25,29,13,28,41,26,12,8,10,28,12
434,OKC,240,120,46,95,12,28,16,20,12,35,47,27,5,8,8,26,11
435,MIA,240,101,38,92,13,35,12,17,16,25,41,22,8,4,12,17,-1
436,UTA,240,118,45,88,10,32,18,22,8,38,46,29,7,9,21,18,-5
437,MIN,240,104,38,80,10,28,18,22,9,35,44,23,8,4,19,18,8
438,LAC,240,108,37,95,10,30,24,31,21,38,59,25,6,5,11,19,-4
439,CLE,240,112,45,78,11,29,11,17,3,36,39,29,8,5,14,12,14
440,DET,240,111,44,87,8,23,15,18,10,33,43,25,9,2,23,20,-12
441,CHA,240,111,38,88,11,33,24,27,13,36,49,25,8,4,18,26,-5
442,BKN,240,102,39,76,12,33,12,15,6,34,40,22,8,8,19,21,1
443,POR,240,105,34,76,9,30,28,37,10,32,42,19,5,4,24,24,-12
444,MEM,240,123,46,102,15,38,16,22,13,26,39,28,16,7,10,19,5
445,PHI,240,123,46,94,11,37,20,23,14,30,44,24,12,5,14,17,12
446,DAL,240,109,31,73,14,39,33,42,8,32,40,21,3,1,13,19,-11
447,PHX,240,98,37,84,14,26,10,11,6,30,36,22,7,2,16,14,-14
448,ATL,240,112,44,89,8,26,16,20,7,36,43,22,7,9,9,18,4
449,IND,240,116,38,87,13,38,27,33,8,33,41,27,14,7,16,22,5
450,SAS,240,116,49,100,7,25,11,14,12,39,51,25,6,3,13,20,-5
451,BOS,240,121,47,95,15,34,12,18,8,35,43,30,6,10,14,15,5
452,SAC,240,134,45,86,14,32,30,37,13,21,34,25,5,4,14,26,-2
453,LAL,240,136,50,82,9,21,27,33,10,28,38,26,4,3,17,25,2
454,DAL,240,127,42,74,13,29,30,38,5,34,39,23,5,7,17,24,10
455,NOP,240,117,45,94,5,29,22,35,15,29,44,26,14,4,13,25,-10
456,ORL,240,115,44,87,13,32,14,24,7,37,44,26,12,2,11,14,14
457,GSW,240,101,33,88,18,58,17,21,11,38,49,26,7,1,16,17,-14
458,CHI,240,126,44,83,13,28,25,32,7,37,44,22,4,4,10,22,8
459,UTA,240,118,46,93,12,41,14,18,7,32,39,36,6,2,10,24,-8
460,CHI,240,126,48,84,20,34,10,17,8,37,45,33,3,4,12,14,14
461,PHI,240,112,40,92,18,41,14,18,12,26,38,28,6,3,7,15,-14
462,IND,240,108,38,84,7,25,25,28,4,37,41,22,11,6,14,22,9
463,POR,240,99,38,94,9,33,14,17,12,40,52,30,5,1,18,19,-9
464,TOR,240,108,35,83,10,29,28,35,12,34,46,22,7,3,7,23,-4
465,NYK,240,112,39,83,16,37,18,26,13,38,51,19,3,4,13,23,4
466,NOP,240,102,35,88,12,29,20,25,14,37,51,16,7,4,16,20,-6
467,DET,240,109,44,93,11,31,10,17,15,22,37,23,11,0,16,22,-12
468,OKC,240,127,50,98,17,37,10,14,11,30,41,30,9,6,10,26,17
469,WAS,240,110,38,79,7,24,27,36,11,35,46,21,6,2,20,18,-17
470,SAS,240,121,45,81,9,24,22,26,7,37,44,27,8,4,18,16,12
471,CHA,240,138,53,102,20,48,12,19,13,36,49,32,11,3,5,17,29
472,MIL,240,109,37,84,20,48,15,24,12,33,45,22,5,4,17,18,-29
473,CLE,240,108,40,88,10,26,18,32,18,22,40,30,7,5,7,18,-13
474,DEN,240,121,43,81,17,35,18,23,13,36,49,28,5,4,14,23,13
475,MIN,240,128,46,81,13,35,23,29,10,35,45,28,4,7,20,22,13
476,LAL,240,130,51,93,16,35,12,16,7,44,51,33,6,5,18,18,16
477,LAC,240,115,44,100,9,25,18,27,18,22,40,22,13,3,10,19,-13
478,BKN,240,108,37,85,15,33,19,20,10,33,43,26,8,12,13,23,6
479,PHX,240,96,34,82,6,23,22,25,8,36,44,22,5,2,14,20,-8
480,ATL,240,114,44,96,9,31,17,22,7,32,39,24,8,5,12,15,-16
481,MIA,240,104,33,78,12,38,26,31,5,32,37,19,10,3,13,14,8
482,LAC,240,91,34,91,5,37,18,25,8,33,41,24,7,3,8,14,-31
483,BOS,240,124,41,84,16,43,26,31,10,42,52,29,6,8,11,22,29
484,ORL,240,115,39,84,11,36,26,30,7,32,39,23,6,3,11,22,-8
485,DAL,240,95,34,90,7,32,20,25,11,31,42,15,4,3,11,19,-29
486,MEM,240,123,48,92,12,36,15,23,9,40,49,24,5,3,13,22,8
487,DEN,240,122,45,89,14,36,18,21,10,47,57,28,6,5,12,16,31
488,UTA,240,131,46,93,19,48,20,21,9,33,42,33,10,5,8,20,17
489,HOU,240,114,38,92,15,42,23,26,14,35,49,19,4,3,15,21,-17
490,SAC,240,117,41,88,10,25,25,27,10,32,42,26,9,3,11,19,-3
491,BKN,240,112,42,91,12,37,16,21,5,29,34,24,9,7,11,22,-9
492,TOR,265,101,38,116,9,46,16,20,14,33,47,22,10,4,9,23,-3
493,MIL,265,104,35,88,13,39,21,30,13,60,73,26,4,4,28,24,3
494,MIA,240,109,43,95,8,29,15,21,14,29,43,24,9,4,13,20,-3
495,MIN,240,113,39,76,9,24,26,36,8,25,33,25,8,6,15,30,7
496,HOU,240,108,39,88,12,38,18,27,12,31,43,25,10,4,13,22,-11
497,NOP,240,119,41,89,14,38,23,26,15,36,51,25,6,6,15,19,11
498,SAS,240,114,41,82,11,28,21,26,9,29,38,25,5,3,17,24,-3
499,NYK,240,117,45,94,10,31,17,26,14,33,47,16,7,6,14,21,3
500,OKC,240,115,36,89,15,37,28,31,9,24,33,23,9,3,9,23,-11
501,PHI,265,129,48,98,14,36,19,22,14,32,46,24,4,7,11,19,3
502,IND,265,126,45,95,13,36,23,26,13,32,45,31,7,8,13,18,-3
503,ORL,240,126,42,81,13,33,29,36,13,36,49,26,6,5,17,22,11
504,CLE,240,90,30,77,11,36,19,23,7,39,46,15,9,4,15,17,2
505,PHX,240,88,32,81,10,28,14,18,8,41,49,24,8,3,15,19,-2
506,CHA,240,107,38,94,11,38,20,24,10,34,44,25,11,8,12,23,-24
507,MEM,240,131,47,94,9,30,28,37,11,48,59,28,10,8,14,16,24
508,POR,240,106,33,75,9,29,31,42,12,27,39,18,8,7,18,30,-7
509,LAL,240,112,40,81,8,27,24,30,9,33,42,20,10,4,17,18,3
510,DET,240,122,45,92,16,36,16,23,11,30,41,29,9,1,10,11,3
511,GSW,240,119,45,87,15,40,14,15,9,31,40,31,3,4,14,20,-3
512,ATL,240,120,45,84,10,30,20,22,7,37,44,21,9,4,16,21,3
513,CHI,240,121,43,81,8,20,27,29,6,40,46,21,7,7,17,16,9
514,BOS,240,117,40,88,12,40,25,31,11,27,38,29,4,7,17,15,-33
515,WAS,240,113,42,97,8,27,21,23,14,32,46,27,9,4,10,16,-10
516,UTA,240,115,38,88,13,44,26,29,12,32,44,21,9,3,16,19,-2
517,MIL,240,123,48,100,11,40,16,17,15,34,49,27,8,6,12,14,10
518,SAC,240,117,46,86,9,32,16,18,7,33,40,23,7,4,18,26,2
519,OKC,240,150,58,98,20,40,14,22,9,35,44,31,14,3,13,23,33
520,PHX,240,83,34,87,10,37,5,7,5,31,36,22,4,0,8,17,-19
521,PHI,240,120,41,86,15,35,23,28,7,28,35,26,9,6,10,22,9
522,NOP,240,111,42,84,11,29,16,20,10,39,49,26,3,6,17,22,-9
523,LAL,240,121,45,93,10,30,21,30,9,44,53,26,6,5,15,21,6
524,IND,240,122,45,93,10,27,22,26,15,35,50,24,4,2,13,19,8
525,TOR,240,114,41,91,14,42,18,23,12,24,36,26,5,11,11,27,-8
526,CHI,265,134,47,95,10,33,30,34,6,36,42,22,8,2,7,33,-11
527,CLE,265,145,48,92,16,46,33,45,13,34,47,27,1,3,10,27,11
528,DEN,240,111,42,91,11,29,16,20,18,27,45,27,8,1,15,21,-13
529,MIN,240,124,45,87,13,36,21,27,11,30,41,29,7,4,12,22,13
530,BKN,240,139,58,93,11,20,12,15,7,38,45,31,13,7,13,16,36
531,SAS,240,103,42,97,8,31,11,18,15,28,43,26,5,4,18,13,-36
532,DAL,240,111,34,81,13,43,30,34,8,33,41,19,8,6,8,19,5
533,ATL,290,141,53,109,11,35,24,29,10,43,53,30,9,10,13,17,-2
534,GSW,290,143,54,121,19,59,16,24,23,46,69,34,9,6,19,23,2
535,MIA,240,110,39,85,12,36,20,24,12,36,48,22,7,2,11,23,10
536,LAC,240,100,29,67,12,29,30,34,3,31,34,19,7,1,15,18,-10
537,NYK,240,102,36,74,13,33,17,25,5,40,45,26,1,2,8,13,19
538,HOU,240,106,38,82,9,29,21,29,8,38,46,21,4,4,10,28,-5
539,DET,240,106,34,82,6,18,32,41,9,36,45,16,8,4,21,27,-29
540,POR,240,135,48,84,14,31,25,35,6,38,44,29,16,6,18,27,29
541,CHA,240,115,42,93,11,32,20,29,8,39,47,24,8,7,14,22,-6
542,DEN,240,123,45,79,17,30,16,18,1,34,35,31,5,4,17,17,12
543,BOS,240,111,40,87,9,33,22,27,10,31,41,30,8,3,13,15,-12
544,MIL,240,95,34,96,13,49,14,15,14,30,44,22,11,3,16,15,-23
545,MEM,240,118,46,100,10,32,16,24,21,36,57,25,11,8,12,18,10
546,SAC,240,108,39,96,15,43,15,15,14,33,47,24,7,4,16,18,-10
547,WAS,240,118,50,94,7,27,11,16,12,42,54,29,9,6,18,10,23
548,PHI,240,115,46,99,11,34,12,17,14,42,56,29,7,9,13,24,19
549,CLE,240,103,39,85,13,38,12,19,15,35,50,20,9,5,21,18,1
550,OKC,240,96,35,92,12,36,14,22,15,35,50,16,7,6,16,21,-19
551,UTA,240,123,35,81,17,40,36,44,16,33,49,23,6,3,16,23,-3
552,MIN,240,104,36,83,10,34,22,26,9,30,39,17,6,5,15,22,-12
553,MIA,240,126,45,89,13,39,23,30,10,27,37,32,10,1,12,32,3
554,CHA,240,106,38,96,11,41,19,21,14,31,45,28,7,2,12,17,-17
555,BKN,240,123,48,80,13,34,14,19,2,40,42,26,7,6,14,16,17
556,NOP,240,101,32,91,8,30,29,36,15,31,46,16,6,4,20,21,-15
557,MEM,240,116,47,92,5,29,17,22,13,39,52,26,14,11,19,27,15
558,DET,240,116,43,89,10,27,20,28,15,37,52,21,6,6,14,22,12
559,HOU,240,88,29,77,14,46,16,23,12,40,52,20,4,6,25,24,-20
560,NYK,240,108,35,90,15,51,23,32,16,30,46,20,10,5,10,20,20
561,DAL,240,126,50,86,14,34,12,21,6,20,26,21,5,3,5,24,1
562,SAS,240,125,47,85,8,19,23,32,15,33,48,28,1,0,13,21,-1
563,CHI,240,102,39,81,7,21,17,24,9,31,40,14,15,6,15,15,-1
564,IND,240,131,46,88,14,38,25,29,8,28,36,28,10,4,12,20,1
565,LAC,240,130,43,80,16,34,28,29,8,31,39,23,7,6,16,23,-1
566,DET,240,118,41,86,17,39,19,24,13,22,35,28,8,1,16,16,-14
567,SAC,240,126,50,90,12,30,14,19,10,28,38,32,5,3,15,21,1
568,MIL,240,123,43,93,14,39,23,33,20,48,68,25,5,8,21,25,9
569,GSW,240,118,42,91,17,43,17,21,17,29,46,29,9,2,13,22,6
570,POR,240,112,42,91,12,39,16,23,17,32,49,22,2,4,16,20,-6
571,NOP,240,127,43,80,15,31,26,36,7,29,36,19,14,3,14,20,11
572,PHX,240,104,35,71,14,30,20,23,9,33,42,26,7,1,27,17,-9
573,UTA,240,125,46,84,8,32,25,30,7,30,37,30,7,2,13,20,-1
574,CHI,240,132,53,92,12,27,14,15,12,26,38,21,10,4,14,20,14
575,PHI,240,116,42,75,14,34,18,22,3,26,29,28,5,7,19,22,-11
576,LAL,240,130,52,96,10,32,16,18,12,43,55,34,7,6,16,17,9
577,ATL,240,121,48,101,11,38,14,20,12,29,41,22,6,5,10,19,-9
578,ORL,240,100,42,100,5,27,11,16,8,27,35,24,8,2,11,18,-19
579,TOR,240,113,40,81,11,33,22,26,8,23,31,20,15,3,12,22,9
580,MIN,240,114,40,92,8,30,26,34,7,29,36,18,10,5,8,28,-9
581,WAS,240,119,42,75,15,35,20,25,4,49,53,33,4,10,26,18,19
582,MIA,240,119,39,87,14,35,27,30,11,25,36,21,13,4,15,19,-5
583,DEN,240,124,45,76,17,28,17,22,5,31,36,34,6,1,20,19,5
584,BOS,240,116,44,91,11,39,17,22,11,38,49,22,3,7,12,17,6
585,LAC,240,110,43,89,15,39,9,14,8,33,41,26,4,4,13,20,-6
586,TOR,240,106,39,96,10,28,18,24,17,30,47,21,11,7,8,20,-13
587,MEM,240,119,48,95,13,29,10,14,17,36,53,37,4,4,16,20,13
588,NYK,240,115,38,90,15,41,24,31,13,25,38,20,7,2,13,21,-7
589,CHA,240,121,46,84,10,32,19,29,12,40,52,33,8,11,18,17,8
590,SAS,240,122,45,88,11,28,21,29,14,34,48,25,5,7,13,23,7
591,HOU,240,114,38,86,12,34,26,37,12,36,48,21,5,0,13,23,-15
592,DAL,240,129,47,91,18,45,17,25,6,38,44,30,7,8,9,26,15
593,OKC,240,113,42,99,11,36,18,21,11,30,41,15,9,1,12,27,-8
594,CLE,240,126,50,96,12,28,14,20,17,27,44,29,7,4,11,17,-9
595,IND,240,135,48,85,19,31,20,21,4,28,32,28,6,8,9,18,9
596,BKN,240,108,42,83,10,26,14,17,5,42,47,22,0,13,12,18,1
597,MIN,240,118,42,83,10,29,24,32,5,30,35,18,6,8,11,28,-1
598,MIA,240,112,44,92,11,35,13,16,10,27,37,20,14,4,6,15,14
599,ORL,240,101,35,85,5,22,26,34,15,32,47,24,5,5,13,26,-20
600,LAL,240,98,37,77,13,36,11,15,8,36,44,25,2,4,26,16,-14
601,MIL,265,113,41,110,9,44,22,32,22,39,61,18,7,6,14,21,-6
602,NOP,240,119,39,81,11,23,30,43,9,34,43,22,6,4,15,24,1
603,CHI,265,119,42,92,9,23,26,30,7,45,52,21,5,10,14,23,6
604,DEN,240,126,49,85,12,27,16,18,7,27,34,31,6,8,16,24,-1
605,SAC,240,127,47,89,14,31,19,25,11,23,34,32,10,6,12,17,1
606,ATL,240,107,42,97,8,22,15,22,11,36,47,22,5,6,4,14,-1
607,UTA,240,107,37,91,15,46,18,26,10,40,50,26,3,6,12,22,-5
608,GSW,240,112,37,87,16,45,22,27,10,41,51,22,6,3,13,26,5
609,PHX,240,102,39,87,13,31,11,16,11,19,30,25,7,4,11,21,-25
610,WAS,240,127,47,82,8,26,25,28,12,34,46,27,7,6,13,15,25
611,DET,240,121,36,80,18,42,31,40,11,38,49,25,7,4,13,25,20
612,NYK,265,121,45,103,16,50,15,24,17,38,55,27,5,0,10,23,-5
613,DAL,265,126,44,90,13,46,25,33,7,40,47,20,4,5,9,25,5
614,MEM,240,108,36,91,8,30,28,34,15,25,40,18,9,6,15,23,-17
615,WAS,240,116,39,85,11,33,27,31,14,25,39,18,7,8,18,23,5
616,BOS,240,126,43,91,20,56,20,23,9,40,49,32,8,5,11,14,24
617,HOU,240,102,38,95,14,45,12,14,13,36,49,24,5,2,15,16,-24
618,ORL,240,110,42,84,10,28,16,25,8,29,37,25,8,5,11,17,-19
619,LAL,240,129,49,90,17,43,14,17,9,37,46,32,4,2,14,16,19
620,PHX,240,125,43,87,17,31,22,25,15,32,47,26,7,9,22,23,17
621,ATL,240,114,40,89,12,30,22,29,9,33,42,26,4,3,9,19,-15
622,SAS,240,114,46,99,10,29,12,14,16,25,41,20,9,4,15,21,-16
623,OKC,240,130,46,86,13,24,25,31,13,32,45,25,10,10,14,18,16
624,DEN,240,113,41,86,13,37,18,21,10,30,40,34,12,3,13,18,7
625,SAC,240,106,40,82,10,35,16,19,8,31,39,20,8,2,16,18,-7
626,GSW,240,110,41,95,8,37,20,24,9,40,49,31,3,2,14,22,5
627,CHA,240,105,38,92,10,38,19,25,9,38,47,22,6,7,14,20,-5
628,IND,240,129,47,92,13,35,22,27,7,42,49,28,3,2,13,16,15
629,TOR,240,113,43,84,6,23,21,26,10,29,39,24,6,4,12,16,-11
630,LAC,240,124,45,93,15,38,19,23,15,32,47,27,8,3,11,17,11
631,PHI,240,111,39,84,6,31,27,31,10,29,39,21,8,10,16,24,-5
632,NOP,240,113,41,90,12,40,19,24,16,38,54,30,10,6,16,19,20
633,DET,265,131,44,100,16,34,27,34,16,29,45,32,10,4,18,23,-11
634,IND,240,93,35,83,9,35,14,20,6,30,36,23,9,5,13,18,-20
635,MIA,240,113,47,102,13,49,6,8,13,27,40,27,9,3,10,17,3
636,SAS,240,126,48,87,6,18,24,34,6,35,41,27,11,8,14,25,4
637,UTA,240,122,39,97,13,43,31,37,16,29,45,20,10,3,12,22,-4
638,HOU,240,133,50,90,17,44,16,22,8,37,45,28,7,5,13,15,15
639,LAC,265,142,49,91,19,44,25,29,10,38,48,25,13,3,19,24,11
640,MIN,240,110,43,79,15,34,9,14,8,36,44,31,4,3,22,14,-3
641,POR,240,124,43,86,14,38,24,28,10,40,50,28,8,9,15,20,11
642,CHA,240,113,41,103,12,36,19,25,18,27,45,25,8,3,13,21,-11
643,BKN,240,125,47,82,18,30,13,17,7,31,38,27,7,4,17,25,8
644,CLE,240,117,39,82,13,36,26,30,10,23,33,21,8,3,12,14,-8
645,CHI,240,118,45,92,13,35,15,21,8,27,35,27,6,2,8,19,-15
646,PHI,240,119,39,77,18,39,23,29,5,27,32,22,5,2,8,19,7
647,LAL,240,115,39,80,9,28,28,32,6,29,35,18,5,2,10,23,-9
648,DAL,240,124,44,84,18,44,18,25,11,27,38,31,6,3,11,26,9
649,BOS,240,139,50,85,19,39,20,25,5,30,35,29,9,1,12,18,21
650,GSW,240,123,43,91,18,44,19,26,9,42,51,31,6,5,12,18,14
651,NYK,240,112,43,90,12,32,14,17,12,34,46,30,4,6,8,19,-7
652,PHX,265,125,45,94,17,35,18,26,12,34,46,32,7,9,14,30,-3
653,MIL,240,118,42,84,13,36,21,27,8,31,39,22,8,1,15,16,-21
654,DEN,265,128,45,94,13,36,25,34,12,36,48,29,8,4,13,23,3
655,MEM,240,109,39,94,9,39,22,30,9,35,44,19,5,6,13,23,-14
656,SAC,240,111,37,84,10,32,27,35,13,34,47,19,5,2,13,20,-14
657,PHI,240,119,47,88,12,29,13,14,6,33,39,31,7,3,9,20,5
658,CLE,240,107,39,76,11,33,18,30,6,29,35,27,9,4,15,17,-11
659,CHA,240,134,52,94,16,41,14,18,11,30,41,30,11,5,16,21,4
660,LAL,240,130,48,92,19,44,15,22,12,30,42,27,5,1,17,19,-4
661,SAS,240,113,44,97,12,38,13,18,13,25,38,28,10,6,13,18,-20
662,PHX,240,100,38,87,9,35,15,26,11,24,35,23,6,5,15,26,-25
663,MEM,240,125,45,91,7,23,28,38,19,34,53,30,11,5,12,22,25
664,WAS,240,125,49,88,10,32,17,24,5,35,40,30,9,4,10,23,14
665,NYK,240,117,43,86,16,35,15,26,12,35,47,23,2,4,10,17,-1
666,TOR,240,118,42,84,19,37,15,18,11,34,45,25,10,2,19,20,11
667,POR,240,107,39,87,9,35,20,26,13,30,43,24,5,3,14,21,-13
668,ORL,240,133,50,87,17,32,16,20,7,37,44,30,8,2,19,15,20
669,LAC,240,114,41,81,14,38,18,23,6,27,33,25,5,9,11,16,-5
670,DEN,240,120,47,81,10,21,16,26,4,34,38,31,9,2,11,19,13
671,NOP,265,128,41,94,13,37,33,40,13,42,55,30,10,4,21,21,3
672,BOS,240,121,44,100,13,46,20,26,20,33,53,28,9,6,12,16,12
673,OKC,265,125,47,102,13,35,18,25,10,37,47,27,9,5,18,26,-3
674,DAL,240,112,36,80,16,44,24,27,7,27,34,20,10,7,14,21,6
675,HOU,240,106,37,81,8,26,24,28,12,33,45,26,9,3,15,21,-6
676,IND,240,111,40,83,21,47,10,14,9,34,43,26,5,6,16,23,3
677,DET,240,105,37,90,9,33,22,29,9,34,43,17,7,3,14,19,-25
678,MIA,240,108,41,95,13,33,13,14,13,25,38,23,7,3,10,13,-3
679,MIN,240,109,44,91,10,32,11,15,11,34,45,25,3,8,17,18,-12
680,BKN,240,118,46,93,14,32,12,13,12,33,45,30,11,2,12,18,18
681,CHI,240,118,45,93,14,31,14,18,11,30,41,24,6,4,4,22,1
682,ATL,240,130,49,92,12,34,20,24,8,40,48,30,10,8,8,20,25
683,MIL,240,100,37,84,9,37,17,22,13,32,45,17,7,1,18,13,-18
684,UTA,240,120,42,86,16,35,20,21,8,32,40,16,5,3,11,16,8
685,WAS,240,112,46,82,7,21,13,17,3,34,37,20,5,2,11,15,-8
686,SAS,240,117,43,90,9,28,22,27,14,30,44,23,8,2,17,24,-9
687,NOP,240,126,44,91,13,34,25,27,16,30,46,25,10,6,17,24,9
688,HOU,240,110,41,88,17,43,11,17,9,40,49,22,6,4,17,23,-6
689,CHA,240,105,37,92,9,31,22,29,11,29,40,25,15,2,15,18,-21
690,ORL,240,116,41,91,11,37,23,33,11,34,45,19,11,6,11,18,6
691,SAC,240,134,48,95,17,47,21,28,10,36,46,29,6,2,12,23,14
692,TOR,240,113,42,94,9,34,20,22,16,22,38,17,7,4,5,16,7
693,ATL,240,108,39,91,14,37,16,16,9,38,47,22,6,7,15,15,-2
694,GSW,240,113,41,83,12,33,19,25,9,27,36,32,6,1,21,14,-30
695,LAC,240,126,41,81,23,49,21,23,5,43,48,29,6,7,27,22,21
696,BKN,240,143,54,84,21,33,14,16,3,29,32,42,10,4,15,23,30
697,CLE,240,114,41,85,10,32,22,28,9,28,37,22,8,3,10,21,8
698,BOS,240,112,39,101,13,41,21,25,25,37,62,26,11,5,17,9,-5
699,CHI,240,110,43,86,7,24,17,22,8,39,47,20,9,4,11,15,2
700,MIL,240,106,39,83,13,30,15,22,13,33,46,20,7,5,21,23,-8
701,PHI,240,113,41,93,11,37,20,22,13,36,49,27,8,7,12,23,20
702,LAL,240,120,42,84,11,24,25,30,5,34,39,25,6,5,15,24,-14
703,IND,240,117,46,98,18,39,7,9,12,35,47,27,10,3,14,22,5
704,POR,240,98,39,79,14,36,6,9,9,27,36,29,9,5,20,22,-3
705,OKC,240,101,36,77,8,24,21,25,9,28,37,19,9,3,18,16,3
706,NYK,240,106,42,76,11,26,11,18,9,29,38,25,2,3,17,19,-7
707,DAL,240,104,34,75,13,39,23,27,7,32,39,17,6,3,13,12,5
708,MIN,240,99,42,85,8,30,7,10,8,31,39,23,7,4,13,24,-5
709,DET,240,93,31,79,6,23,25,34,11,35,46,15,6,1,22,15,-20
710,WAS,240,113,38,80,11,27,26,37,9,32,41,22,9,4,10,14,3
711,PHX,240,110,41,89,13,32,15,19,15,29,44,26,2,1,14,23,-3
712,MEM,240,91,36,81,5,26,14,21,7,35,42,25,11,7,16,21,-14
713,DEN,240,105,40,89,10,27,15,25,13,35,48,28,9,5,17,19,14
714,CHI,240,113,40,73,13,31,20,24,5,34,39,24,7,0,17,16,10
715,UTA,240,126,47,93,20,46,12,19,12,31,43,27,7,5,12,22,15
716,DET,240,111,41,81,9,25,20,27,9,34,43,22,6,1,14,19,-15
717,MIA,240,103,38,81,15,44,12,17,9,26,35,26,9,0,13,16,-10
718,NYK,240,132,45,87,17,40,25,32,14,33,47,27,8,1,12,15,38
719,GSW,240,94,35,74,12,35,12,13,4,25,29,23,3,2,20,22,-38
720,PHI,265,104,32,80,15,42,25,27,4,37,41,22,8,1,16,21,3
721,TOR,265,101,37,88,11,40,16,20,9,41,50,24,6,3,16,20,-3
722,ATL,240,126,48,94,12,32,18,20,6,35,41,29,7,3,10,18,1
723,SAS,240,124,46,83,17,34,15,19,9,37,46,30,6,6,19,23,19
724,MIN,240,116,42,89,12,31,20,24,9,35,44,19,5,4,11,24,10
725,OKC,240,123,40,88,11,31,32,37,11,28,39,20,7,5,12,21,2
726,POR,240,121,44,88,16,37,17,21,14,31,45,26,5,2,16,28,-2
727,PHX,240,130,46,93,20,39,18,24,15,36,51,21,10,5,9,16,26
728,LAL,240,104,39,87,12,28,14,17,10,28,38,13,5,5,15,16,-26
729,ORL,240,125,45,95,12,34,23,25,10,35,45,29,8,8,8,17,-1
730,DAL,240,106,31,76,19,45,25,31,8,34,42,23,5,5,16,23,-10
731,SAC,240,119,45,95,12,33,17,31,10,32,42,23,8,2,8,23,-6
732,UTA,240,99,36,93,10,34,17,23,15,20,35,19,9,2,14,22,-23
733,NOP,240,119,42,99,18,45,17,24,17,27,44,30,9,0,15,20,-9
734,MIL,240,128,45,81,13,40,25,31,8,36,44,26,8,6,18,21,9
735,CLE,240,122,43,70,15,26,21,26,4,41,45,24,5,4,23,20,23
736,CHA,240,125,49,95,10,31,17,23,11,45,56,26,4,7,14,25,6
737,HOU,240,105,40,94,5,24,20,31,16,25,41,23,13,3,11,16,-19
738,DEN,240,119,43,94,11,33,22,34,15,40,55,33,6,3,14,17,4
739,CHA,240,115,41,96,12,38,21,23,12,36,48,26,7,7,11,26,-4
740,ORL,240,95,33,86,12,29,17,19,6,40,46,20,9,3,13,18,3
741,BOS,240,92,31,89,12,47,18,21,11,43,54,22,7,7,17,17,-3
742,WAS,240,117,44,95,10,39,19,24,10,38,48,24,5,6,10,20,-2
743,GSW,240,126,43,81,18,39,22,26,12,29,41,31,6,2,17,21,16
744,MIN,240,150,57,87,23,43,13,16,4,35,39,38,5,5,13,21,24
745,NYK,240,109,39,83,8,26,23,30,14,35,49,13,7,9,16,21,3
746,CHI,240,126,46,88,16,38,18,24,6,24,30,31,6,1,11,16,-24
747,IND,240,106,39,90,13,38,15,23,12,32,44,20,5,3,15,28,-3
748,BKN,240,124,44,80,15,29,21,23,4,31,35,26,5,8,13,24,3
749,TOR,240,110,40,95,13,33,17,22,18,25,43,21,6,2,14,22,-16
750,LAL,240,119,46,92,11,27,16,22,6,37,43,29,4,5,9,18,2
751,DET,240,121,42,88,8,30,29,34,11,30,41,20,9,2,9,19,-3
752,MIL,240,123,48,90,18,38,9,11,15,39,54,30,5,3,15,13,26
753,PHX,240,118,39,83,15,41,25,35,10,25,35,23,6,3,8,13,4
754,NOP,240,114,45,77,14,30,10,13,4,32,36,27,2,5,17,27,-4
755,LAC,240,102,37,86,12,29,16,26,12,37,49,19,6,5,14,16,9
756,WAS,240,93,36,84,9,25,12,13,7,35,42,20,10,2,16,21,-9
757,HOU,240,95,36,90,3,29,20,29,18,33,51,19,7,6,17,18,-12
758,MIA,240,111,42,82,11,30,16,23,8,32,40,25,14,3,14,27,10
759,POR,240,107,40,85,13,36,14,19,10,26,36,20,8,4,14,20,12
760,SAS,240,101,33,77,10,27,25,33,7,31,38,29,8,3,17,19,-10
761,CLE,265,100,40,94,7,36,13,22,9,42,51,23,6,5,13,24,1
762,DAL,265,99,36,88,15,49,12,19,5,40,45,19,5,6,12,20,-1
763,MEM,240,109,34,90,12,45,29,37,10,43,53,15,5,5,10,20,-6
764,OKC,240,115,38,92,19,45,20,31,9,44,53,29,7,0,10,25,6
765,UTA,240,97,39,86,16,47,3,6,7,22,29,24,5,2,14,13,-26
766,NYK,240,114,37,92,17,44,23,32,15,35,50,19,13,2,12,13,23
767,CHI,240,91,36,77,12,30,7,8,2,37,39,26,3,2,20,25,-23
768,ATL,240,125,41,75,15,29,28,34,4,37,41,25,3,5,14,22,19
769,DET,240,113,39,85,10,29,25,31,14,32,46,22,7,1,17,26,-9
770,CLE,240,118,38,76,14,31,28,32,6,28,34,23,6,2,10,15,6
